Quantity,Price_per_Unit,Total_Amount,Discount,Payment_Method,Customer_Category,Customer_Age,Customer_Gender,Month,Product_Demand_Score,Cross_Sell_Potential,Product_Biscuit,Product_Butter,Product_Cheese,Product_Chocolate,Product_Coffee,Product_Coke,Product_Juice,Product_Maggie,Product_Milk,Product_Oil,Product_Paneer,Product_Pepsi,Product_Rice,Product_Salt,Product_Shampoo,Product_Soap,Product_Sugar,Product_Tea,Product_Toothpaste,Store_Location_Bangalore,Store_Location_Chennai,Store_Location_Delhi,Store_Location_Hyderabad,Store_Location_Kolkata,Store_Location_Mumbai,Store_Location_Pune,Sales_Quarter_Q2,Sales_Quarter_Q3,Sales_Quarter_Q4,Transaction_ID,Customer_ID,Store_Location
0.0,0.1707595892787882,0.0188846293657324,0.0,1,1,0.0217391304347826,1,1,0.5888888888888889,0.2666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,T10010,C11,Unknown
0.25,0.9957131483863066,0.3143862606961978,0.25,0,1,0.4782608695652174,0,10,0.0777777777777777,0.9222222222222224,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,T10011,C12,Unknown
0.125,0.9865882785228736,0.2180296025708787,0.0,3,2,0.8913043478260869,0,4,0.9222222222222224,0.6888888888888889,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,T10012,C13,Unknown
1.0,0.398554718598812,0.4099913694478453,0.0,0,2,0.3478260869565217,0,4,0.9555555555555556,0.1333333333333333,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,T10013,C14,Unknown
1.0,0.9242247943331904,0.7875144678829724,0.75,4,2,0.0217391304347826,0,8,0.5555555555555555,0.2444444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,T10014,C15,Unknown
0.0,0.6064261947047176,0.0664797828758248,0.0,0,0,0.0434782608695652,0,5,0.5222222222222221,0.3444444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,T10015,C16,Unknown
0.25,0.4643272705003368,0.1489383528803074,0.25,2,1,0.7391304347826086,1,7,0.4111111111111111,0.2888888888888889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,T10016,C17,Unknown
0.625,0.0944128033968195,0.0657683756051979,0.5,3,1,0.9130434782608696,0,9,0.4111111111111111,0.9555555555555556,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,T10017,C18,Unknown
0.625,0.6382101373833875,0.4081604435256363,0.25,0,2,0.6956521739130435,1,2,0.2444444444444444,0.8222222222222222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,T10018,C19,Unknown
0.75,0.4105783166962664,0.2946675676338683,0.5,3,2,0.0217391304347826,1,2,0.8555555555555555,0.0666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,T10019,C20,Unknown
0.375,0.9421887439524772,0.3976298318268894,0.25,0,2,0.4565217391304348,0,3,0.7111111111111111,0.1333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,T10020,C21,Unknown
0.375,0.7046155102374099,0.2831623948778676,0.5,1,2,0.5434782608695652,0,1,0.3333333333333333,0.9444444444444444,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,T10021,C22,Unknown
0.0,0.3009778104395044,0.0278430086952255,0.75,0,2,0.0652173913043478,0,6,0.0777777777777777,0.7666666666666667,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,T10022,C23,Unknown
0.0,0.6142650090840427,0.0534670511388091,1.0,1,2,0.8043478260869565,1,5,0.4222222222222222,0.3222222222222222,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,T10023,C24,Unknown
0.0,0.2371241349745851,0.0233203317521804,0.5,0,2,0.8695652173913044,1,9,0.3888888888888889,0.2444444444444444,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,T10024,C25,Unknown
0.125,0.5898299548859902,0.1246724515897387,0.25,0,2,0.8913043478260869,0,2,0.5555555555555555,0.0666666666666666,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,T10025,C26,Unknown
0.0,0.5356114887623248,0.0587435075723617,0.0,2,0,0.0,1,2,0.3666666666666667,0.211111111111111,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,T10026,C27,Unknown
0.75,0.9771776185518608,0.6846324878960409,0.5,4,1,0.673913043478261,0,6,0.4666666666666667,0.9111111111111112,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,T10027,C28,Unknown
0.75,0.5493498275052565,0.3901767813615755,0.5,4,1,0.0434782608695652,0,9,0.0777777777777777,0.9111111111111112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,T10028,C29,Unknown
0.375,0.1452017882295302,0.055911259190869,1.0,0,2,0.4565217391304348,1,9,0.3666666666666667,0.0777777777777777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,T10029,C30,Unknown
0.125,0.4513850613428052,0.095935166043349,0.25,0,2,0.8043478260869565,1,5,0.3,0.8777777777777778,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,T10030,C31,Unknown
0.25,0.4506909996529691,0.1446922104249041,0.25,1,2,0.5434782608695652,1,7,0.2888888888888889,0.2333333333333333,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,T10031,C32,Unknown
0.5,0.8239532937309899,0.4131224534853381,0.5,4,0,0.1956521739130434,1,8,0.6444444444444445,0.0111111111111111,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,T10032,C33,Unknown
0.625,0.8285463490313757,0.5266844629990166,0.25,0,1,0.6086956521739131,1,3,0.0333333333333333,0.3666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,T10033,C34,Unknown
0.125,0.2299181415477575,0.0472316444658535,0.5,2,1,0.0434782608695652,1,1,0.6222222222222222,0.3666666666666667,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,T10034,C35,Unknown
0.125,0.7152305713760794,0.1426650342211428,0.5,0,2,0.4347826086956522,1,7,0.0666666666666666,0.8444444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,T10035,C36,Unknown
0.75,0.7579970196174496,0.5933114335860056,0.0,2,2,0.5434782608695652,1,6,0.3666666666666667,0.9222222222222224,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,T10036,C37,Unknown
0.5,0.9802600689978976,0.5172956711202101,0.25,3,2,0.9130434782608696,1,3,0.1111111111111111,0.6333333333333334,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,T10037,C38,Unknown
0.125,0.3650764488537775,0.0738101769151686,0.5,4,2,0.4130434782608696,1,6,0.7111111111111111,0.3444444444444444,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,T10038,C39,Unknown
0.0,0.5129524159470881,0.0504407825926,0.5,2,2,0.673913043478261,1,5,0.6888888888888889,0.8555555555555555,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,T10039,C40,Unknown
0.75,0.3837548737420132,0.2916613701391816,0.25,1,2,0.0,0,11,0.1555555555555555,0.4000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,T10040,C41,Unknown
0.375,0.6257782677036765,0.2239171110174462,1.0,1,0,0.4782608695652174,0,8,0.0444444444444444,0.1666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,T10041,C42,Unknown
0.875,0.6870802457794926,0.6163775320189026,0.0,3,1,0.3043478260869565,1,3,0.1444444444444445,0.3555555555555555,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,T10042,C43,Unknown
0.375,0.0140241288505113,0.0108071461863887,0.75,3,1,0.9130434782608696,0,4,0.3444444444444444,0.8333333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,T10043,C44,Unknown
0.25,0.5874619797089023,0.1673524275936816,0.75,2,2,0.9565217391304348,1,8,0.3777777777777778,0.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,T10044,C45,Unknown
0.875,0.8397329903852042,0.7497920416050597,0.0,2,0,0.7608695652173914,1,6,0.6,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,T10045,C46,Unknown
0.625,0.7556290444403617,0.4304058589629511,0.75,0,1,0.7608695652173914,1,6,0.9555555555555556,0.0999999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,T10046,C47,Unknown
0.875,0.914773307203952,0.8153753175128845,0.0,2,1,0.1956521739130434,1,2,0.5,0.5888888888888889,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,T10047,C48,Unknown
0.25,0.6575622103823463,0.1979897726841909,0.5,0,2,0.4347826086956522,1,3,0.2444444444444444,0.1888888888888889,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,T10048,C49,Unknown
0.375,0.0497274787188437,0.0286703820413151,0.0,4,2,0.7826086956521738,0,11,0.9333333333333332,0.9444444444444444,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,T10049,C50,Unknown
0.875,0.0008369567436258,0.0128945355447171,1.0,3,2,0.8478260869565217,0,4,0.6,0.2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,T10050,C51,Unknown
0.75,0.0008777839018515,0.0110569192720006,1.0,4,2,0.0869565217391304,0,5,0.9888888888888888,0.4222222222222222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,T10051,C52,Unknown
0.75,0.4119460264968257,0.2625405044970306,1.0,4,2,0.3043478260869565,0,11,0.9444444444444444,0.6555555555555554,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,T10052,C53,Unknown
0.75,0.8528385081756384,0.6324477539378289,0.25,0,2,0.1739130434782608,1,3,0.0999999999999999,0.4000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,T10053,C54,Unknown
0.375,0.3354971727192928,0.1379929394500978,0.5,1,2,0.934782608695652,1,8,0.6111111111111112,0.7555555555555555,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,T10054,C55,Unknown
0.375,0.5026027313368854,0.2037122524849077,0.5,3,0,0.934782608695652,0,7,0.1888888888888889,0.8222222222222222,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,T10055,C56,Unknown
0.5,0.6896931839059343,0.3471176854955431,0.5,4,1,0.6956521739130435,0,7,0.9555555555555556,0.4111111111111111,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,T10056,C57,Unknown
1.0,0.5643946353114091,0.5155427992872548,0.5,1,1,0.4130434782608696,1,3,0.3888888888888889,0.7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,T10057,C58,Unknown
0.25,0.7510564027190887,0.2002823327914149,1.0,2,2,0.2608695652173913,0,8,0.1444444444444445,0.5888888888888889,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,T10058,C59,Unknown
0.875,0.8471839467613858,0.7563039827656572,0.0,3,2,0.7608695652173914,1,5,0.1444444444444445,0.3444444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,T10059,C60,Unknown
0.625,0.8194827199052811,0.5210400372875535,0.25,1,0,0.3695652173913043,1,6,0.3888888888888889,0.0111111111111111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,T10060,C61,Unknown
0.125,0.1078857656112846,0.0232333571955834,0.5,0,1,0.4347826086956522,0,3,0.6444444444444445,0.1888888888888889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,T10061,C62,Unknown
1.0,0.5732133014881499,0.5525337472430181,0.25,3,1,0.3043478260869565,0,8,0.7555555555555555,0.4333333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,T10062,C63,Unknown
0.625,0.8714352787474228,0.5826224835919155,0.0,2,2,0.5,1,8,0.8888888888888888,0.1444444444444445,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,T10063,C64,Unknown
0.875,0.1946026496825688,0.1577696155501587,0.75,1,2,0.6086956521739131,0,6,1.0,0.5333333333333332,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,T10064,C65,Unknown
0.25,0.4875375099516198,0.1561639314283675,0.25,0,2,0.5434782608695652,1,1,0.2222222222222222,0.4000000000000001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,T10065,C66,Unknown
0.375,0.2603956151632066,0.1145923234918277,0.25,0,0,0.8913043478260869,0,5,0.7777777777777778,0.7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,T10066,C67,Unknown
0.625,0.6828750484822504,0.366818537623186,1.0,2,1,0.1739130434782608,1,8,0.4111111111111111,0.2555555555555556,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,T10067,C68,Unknown
1.0,0.2960173107150877,0.2936149524873608,0.25,4,1,0.2391304347826087,0,9,0.6777777777777777,0.5666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,T10068,C69,Unknown
0.125,0.0798579214893747,0.0155305336446576,1.0,1,2,0.8478260869565217,0,6,0.3111111111111111,0.5555555555555555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,T10069,C70,Unknown
0.125,0.4515483699757078,0.0805005274226316,1.0,3,2,0.3478260869565217,0,4,0.6111111111111112,0.0555555555555555,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,T10070,C71,Unknown
1.0,0.7641619205095229,0.6151688086938876,1.0,1,2,0.4565217391304348,1,8,0.3666666666666667,0.977777777777778,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,T10071,C72,Unknown
1.0,0.4504460367036152,0.4610119824177588,0.0,3,2,0.9782608695652172,0,4,0.7444444444444445,0.6555555555555554,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,T10072,C73,Unknown
1.0,0.3098577173535836,0.322782650583064,0.0,2,0,0.2173913043478261,0,6,0.7333333333333333,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,T10073,C74,Unknown
0.5,0.0936983281278706,0.0478850686987491,1.0,3,1,0.0,1,9,0.4222222222222222,0.0777777777777777,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,T10074,C75,Unknown
1.0,0.1039255312633964,0.1203058828252012,0.0,3,1,0.5869565217391305,0,1,0.5555555555555555,0.3444444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,T10075,C76,Unknown
0.125,0.5534937840651601,0.117130196450992,0.25,0,2,0.6521739130434783,1,7,0.8444444444444444,0.0111111111111111,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,T10076,C77,Unknown
0.125,0.1472431461408128,0.0273100107714643,1.0,3,2,0.0,0,6,0.0111111111111111,0.0999999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,T10077,C78,Unknown
0.125,0.9818115010104722,0.2060360342278332,0.25,1,2,0.8913043478260869,1,10,0.5666666666666667,0.5333333333333332,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,T10078,C79,Unknown
0.875,0.8330577500153102,0.7066593518834452,0.25,4,2,0.2391304347826087,0,1,0.9222222222222224,0.8777777777777778,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,T10079,C80,Unknown
0.25,0.0521362810541572,0.0182200545486578,0.75,3,2,0.3043478260869565,1,7,0.1555555555555555,0.9000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,T10080,C81,Unknown
0.125,0.5476963275971176,0.1159281634764845,0.25,2,2,0.4565217391304348,0,1,0.9222222222222224,0.5777777777777777,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,T10081,C82,Unknown
0.5,0.428787229264907,0.2065846429694451,0.75,3,2,0.3913043478260869,1,4,0.9000000000000001,0.9666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,T10082,C83,Unknown
0.125,0.0091861106007716,0.003501283432239,0.75,0,0,0.4565217391304348,1,10,0.3,0.3111111111111111,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,T10083,C84,Unknown
0.75,0.4286239206320044,0.2727432890209117,1.0,2,1,0.5217391304347826,1,8,0.7222222222222222,0.6111111111111112,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,T10084,C85,Unknown
0.0,0.4113948598607794,0.0428137830140921,0.25,1,1,0.3043478260869565,0,9,0.5777777777777777,0.2222222222222222,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,T10085,C86,Unknown
0.75,0.4576928572886684,0.3088109686066453,0.75,0,0,0.0,1,10,0.0555555555555555,0.1222222222222222,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,T10086,C87,Unknown
0.125,0.8976054871700656,0.1584676421197706,1.0,0,1,0.5,1,3,0.0333333333333333,0.5111111111111112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,T10087,C88,Unknown
0.125,0.5557801049257967,0.1176052113370219,0.25,0,1,0.0652173913043478,1,11,0.211111111111111,0.0222222222222222,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,T10088,C89,Unknown
0.75,0.9281442015228528,0.6146112794849323,0.75,2,2,0.6521739130434783,0,7,0.7333333333333333,0.7666666666666667,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,T10089,C90,Unknown
0.625,0.4424439136913875,0.2710840820950609,0.5,2,2,0.2826086956521739,0,1,0.788888888888889,0.7333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,T10090,C91,Unknown
0.625,0.9735848286280032,0.5192626341694042,1.0,0,2,0.6086956521739131,1,11,0.7555555555555555,0.0999999999999999,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,T10091,C92,Unknown
0.125,0.7735521669014229,0.1367842161250828,1.0,1,2,0.1956521739130434,0,11,0.5222222222222221,0.8777777777777778,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,T10092,C93,Unknown
0.875,0.2634168248719048,0.1964844438200117,1.0,2,0,0.3695652173913043,0,7,0.9222222222222224,0.7555555555555555,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,T10093,C94,Unknown
0.125,0.4824137015943005,0.0968829656985729,0.5,2,1,0.0217391304347826,0,1,0.8222222222222222,0.6111111111111112,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,T10094,C95,Unknown
1.0,0.9538448976259007,0.955964112959878,0.0,2,1,0.5652173913043479,1,8,0.4111111111111111,0.8555555555555555,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,T10095,C96,Unknown
1.0,0.2853001816808541,0.2535397529476569,0.75,0,2,0.0434782608695652,1,5,0.488888888888889,0.0222222222222222,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,T10096,C97,Unknown
0.0,0.3372731541021087,0.0312127152341511,0.75,1,0,0.1956521739130434,0,4,0.5555555555555555,0.4111111111111111,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,T10097,C98,Unknown
0.625,0.556902851777002,0.3764526423539329,0.0,3,1,0.8478260869565217,1,3,0.5777777777777777,0.0111111111111111,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,T10098,C99,Unknown
0.5,0.9524976014044544,0.4497432020463552,0.75,0,1,0.3478260869565217,0,7,0.3111111111111111,0.6777777777777777,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,T10099,C100,Unknown
0.25,0.0111458141956029,0.0073192434551646,0.5,0,2,0.4347826086956522,1,6,0.9444444444444444,0.811111111111111,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,T10100,C101,Unknown
0.25,0.821952762977933,0.2740902795897477,0.0,3,2,0.0869565217391304,0,2,0.1333333333333333,0.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,T10101,C102,Unknown
